Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Rev_Date,index_id,Month,Year,Week
1,2011-02-25,1456800.28,0,62.9,3.065,213.535609,7.742000000000001,2011-02-25,1-2011-02-25,2,2011,8
1,2011-04-03,1636263.41,0,59.58,3.2880000000000003,213.8233327,7.742000000000001,2011-04-03,1-2011-04-03,4,2011,13
1,2011-11-03,1553191.63,0,53.56,3.4589999999999996,214.11105640000002,7.742000000000001,2011-11-03,1-2011-11-03,11,2011,44
1,2011-03-18,1576818.06,0,62.76,3.488,214.3627114,7.742000000000001,2011-03-18,1-2011-03-18,3,2011,11
1,2011-03-25,1541102.38,0,69.97,3.4730000000000003,214.59993889999998,7.742000000000001,2011-03-25,1-2011-03-25,3,2011,12
1,2011-01-04,1495064.75,0,59.17,3.5239999999999996,214.8371664,7.682,2011-01-04,1-2011-01-04,1,2011,1
1,2011-08-04,1614259.35,0,67.84,3.622,215.07439390000002,7.682,2011-08-04,1-2011-08-04,8,2011,31
1,2011-04-15,1559889.0,0,71.27,3.7430000000000003,215.29185609999996,7.682,2011-04-15,1-2011-04-15,4,2011,15
1,2011-04-22,1564819.81,0,72.99,3.807,215.45990530000003,7.682,2011-04-22,1-2011-04-22,4,2011,16
1,2011-04-29,1455090.69,0,72.03,3.81,215.62795440000002,7.682,2011-04-29,1-2011-04-29,4,2011,17
1,2011-06-05,1629391.28,0,64.61,3.906,215.7960035,7.682,2011-06-05,1-2011-06-05,6,2011,22
1,2011-05-13,1604775.58,0,75.64,3.8989999999999996,215.9640526,7.682,2011-05-13,1-2011-05-13,5,2011,19
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,2011-05-20,1-2011-05-20,5,2011,20
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,2011-05-27,1-2011-05-27,5,2011,21
1,2011-03-06,1635078.41,0,83.0,3.699,215.27365530000003,7.682,2011-03-06,1-2011-03-06,3,2011,9
1,2011-10-06,1588948.32,0,83.13,3.648,215.04352290000003,7.682,2011-10-06,1-2011-10-06,10,2011,40
1,2011-06-17,1532114.86,0,86.41,3.637,214.99805959999998,7.682,2011-06-17,1-2011-06-17,6,2011,24
1,2011-06-24,1438830.15,0,83.58,3.594,215.09109819999998,7.682,2011-06-24,1-2011-06-24,6,2011,25
1,2011-01-07,1488538.09,0,85.55,3.5239999999999996,215.18413680000003,7.962000000000001,2011-01-07,1-2011-01-07,1,2011,1
1,2011-08-07,1534849.64,0,85.83,3.48,215.27717540000003,7.962000000000001,2011-08-07,1-2011-08-07,8,2011,31
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962000000000001,2011-07-15,1-2011-07-15,7,2011,28
1,2011-07-22,1396926.82,0,85.77,3.6510000000000002,215.4222784,7.962000000000001,2011-07-22,1-2011-07-22,7,2011,29
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962000000000001,2011-07-29,1-2011-07-29,7,2011,30
1,2011-05-08,1624383.75,0,91.65,3.6839999999999997,215.544618,7.962000000000001,2011-05-08,1-2011-05-08,5,2011,18
1,2011-12-08,1525147.09,0,90.76,3.638,215.6057878,7.962000000000001,2011-12-08,1-2011-12-08,12,2011,49
1,2011-08-19,1530761.43,0,89.94,3.554,215.66931069999998,7.962000000000001,2011-08-19,1-2011-08-19,8,2011,33
1,2011-08-26,1464693.46,0,87.96,3.523,215.73322579999999,7.962000000000001,2011-08-26,1-2011-08-26,8,2011,34
1,2011-02-09,1550229.22,0,87.83,3.533,215.7971409,7.962000000000001,2011-02-09,1-2011-02-09,2,2011,6
1,2011-09-09,1540471.24,1,76.0,3.5460000000000003,215.86105600000002,7.962000000000001,2011-09-09,1-2011-09-09,9,2011,36
1,2011-09-16,1514259.78,0,79.94,3.5260000000000002,216.0410526,7.962000000000001,2011-09-16,1-2011-09-16,9,2011,37
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962000000000001,2011-09-23,1-2011-09-23,9,2011,38
1,2011-09-30,1394561.83,0,79.69,3.355,216.71059649999998,7.962000000000001,2011-09-30,1-2011-09-30,9,2011,39
1,2011-07-10,1630989.95,0,69.31,3.285,217.0453684,7.8660000000000005,2011-07-10,1-2011-07-10,7,2011,27
1,2011-10-14,1493525.93,0,71.74,3.2739999999999996,217.3552733,7.8660000000000005,2011-10-14,1-2011-10-14,10,2011,41
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.8660000000000005,2011-10-21,1-2011-10-21,10,2011,42
1,2011-10-28,1445249.09,0,66.57,3.372,217.67667909999997,7.8660000000000005,2011-10-28,1-2011-10-28,10,2011,43
1,2011-04-11,1697229.58,0,54.98,3.332,217.837382,7.8660000000000005,2011-04-11,1-2011-04-11,4,2011,15
1,2011-11-11,1594938.89,0,59.11,3.2969999999999997,217.99808489999998,7.8660000000000005,2011-11-11,1-2011-11-11,11,2011,45
1,2011-11-18,1539483.7,0,62.25,3.3080000000000003,218.2205088,7.8660000000000005,2011-11-18,1-2011-11-18,11,2011,46
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.8660000000000005,2011-11-25,1-2011-11-25,11,2011,47
1,2011-02-12,1584083.95,0,48.91,3.1719999999999997,218.7147333,7.8660000000000005,2011-02-12,1-2011-02-12,2,2011,6
1,2011-09-12,1799682.38,0,43.93,3.158,218.96184559999998,7.8660000000000005,2011-09-12,1-2011-09-12,9,2011,37
1,2011-12-16,1881176.67,0,51.63,3.159,219.17945330000003,7.8660000000000005,2011-12-16,1-2011-12-16,12,2011,50
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.8660000000000005,2011-12-23,1-2011-12-23,12,2011,51
1,2011-12-30,1497462.72,1,44.55,3.1289999999999996,219.5359898,7.8660000000000005,2011-12-30,1-2011-12-30,12,2011,52
1,2012-06-01,1550369.92,0,49.01,3.157,219.71425809999997,7.348,2012-06-01,1-2012-06-01,6,2012,22
1,2012-01-13,1459601.17,0,48.53,3.261,219.89252630000001,7.348,2012-01-13,1-2012-01-13,1,2012,2
1,2012-01-20,1394393.84,0,54.11,3.2680000000000002,219.98568930000002,7.348,2012-01-20,1-2012-01-20,1,2012,3
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,2012-01-27,1-2012-01-27,1,2012,4
1,2012-03-02,1636339.65,0,56.55,3.36,220.1720153,7.348,2012-03-02,1-2012-03-02,3,2012,9
1,2012-10-02,1802477.43,1,48.02,3.409,220.26517830000003,7.348,2012-10-02,1-2012-10-02,10,2012,40
1,2012-02-17,1819870.0,0,45.32,3.51,220.42575860000002,7.348,2012-02-17,1-2012-02-17,2,2012,7
1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,2012-02-24,1-2012-02-24,2,2012,8
1,2012-02-03,1688420.76,0,60.96,3.63,220.8480454,7.348,2012-02-03,1-2012-02-03,2,2012,5
1,2012-09-03,1675431.16,0,58.76,3.6689999999999996,221.05918870000002,7.348,2012-09-03,1-2012-09-03,9,2012,36
1,2012-03-16,1677472.78,0,64.74,3.734,221.21181319999997,7.348,2012-03-16,1-2012-03-16,3,2012,11
1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,2012-03-23,1-2012-03-23,3,2012,12
1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,2012-03-30,1-2012-03-30,3,2012,13
1,2012-06-04,1899676.88,0,70.43,3.891,221.43561119999998,7.143,2012-06-04,1-2012-06-04,6,2012,23
1,2012-04-13,1621031.7,0,69.07,3.891,221.5102105,7.143,2012-04-13,1-2012-04-13,4,2012,15
1,2012-04-20,1521577.87,0,66.76,3.877,221.56407369999997,7.143,2012-04-20,1-2012-04-20,4,2012,16
1,2012-04-27,1468928.37,0,67.23,3.8139999999999996,221.61793680000002,7.143,2012-04-27,1-2012-04-27,4,2012,17
1,2012-04-05,1684519.99,0,75.55,3.7489999999999997,221.6718,7.143,2012-04-05,1-2012-04-05,4,2012,14
1,2012-11-05,1611096.05,0,73.77,3.688,221.72566319999999,7.143,2012-11-05,1-2012-11-05,11,2012,45
1,2012-05-18,1595901.87,0,70.33,3.63,221.74267400000002,7.143,2012-05-18,1-2012-05-18,5,2012,20
1,2012-05-25,1555444.55,0,77.22,3.5610000000000004,221.744944,7.143,2012-05-25,1-2012-05-25,5,2012,21
1,2012-01-06,1624477.58,0,77.95,3.5010000000000003,221.7472139,7.143,2012-01-06,1-2012-01-06,1,2012,1
1,2012-08-06,1697230.96,0,78.3,3.452,221.7494839,7.143,2012-08-06,1-2012-08-06,8,2012,32
1,2012-06-15,1630607.0,0,79.35,3.3930000000000002,221.76264210000002,7.143,2012-06-15,1-2012-06-15,6,2012,24
1,2012-06-22,1527845.81,0,78.39,3.346,221.80302110000002,7.143,2012-06-22,1-2012-06-22,6,2012,25
1,2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,2012-06-29,1-2012-06-29,6,2012,26
1,2012-06-07,1769854.16,0,81.57,3.227,221.88377889999998,6.9079999999999995,2012-06-07,1-2012-06-07,6,2012,23
1,2012-07-13,1527014.04,0,77.12,3.2560000000000002,221.92415789999998,6.9079999999999995,2012-07-13,1-2012-07-13,7,2012,28
1,2012-07-20,1497954.76,0,80.42,3.3110000000000004,221.9327267,6.9079999999999995,2012-07-20,1-2012-07-20,7,2012,29
1,2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.9079999999999995,2012-07-27,1-2012-07-27,7,2012,30
1,2012-03-08,1631135.79,0,86.11,3.417,221.9498642,6.9079999999999995,2012-03-08,1-2012-03-08,3,2012,10
1,2012-10-08,1592409.97,0,85.05,3.4939999999999998,221.9584329,6.9079999999999995,2012-10-08,1-2012-10-08,10,2012,41
1,2012-08-17,1597868.05,0,84.85,3.571,222.03841090000003,6.9079999999999995,2012-08-17,1-2012-08-17,8,2012,33
1,2012-08-24,1494122.38,0,77.66,3.62,222.17194569999998,6.9079999999999995,2012-08-24,1-2012-08-24,8,2012,34
1,2012-08-31,1582083.4,0,80.49,3.638,222.30548050000002,6.9079999999999995,2012-08-31,1-2012-08-31,8,2012,35
1,2012-07-09,1661767.33,1,83.96,3.73,222.4390153,6.9079999999999995,2012-07-09,1-2012-07-09,7,2012,28
1,2012-09-14,1517428.87,0,74.97,3.717,222.58201929999998,6.9079999999999995,2012-09-14,1-2012-09-14,9,2012,37
1,2012-09-21,1506126.06,0,69.87,3.721,222.7818386,6.9079999999999995,2012-09-21,1-2012-09-21,9,2012,38
1,2012-09-28,1437059.26,0,76.08,3.6660000000000004,222.9816579,6.9079999999999995,2012-09-28,1-2012-09-28,9,2012,39
1,2012-05-10,1670785.97,0,68.55,3.617,223.1814772,6.5729999999999995,2012-05-10,1-2012-05-10,5,2012,19
1,2012-12-10,1573072.81,0,62.99,3.6010000000000004,223.3812965,6.5729999999999995,2012-12-10,1-2012-12-10,12,2012,50
1,2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.5729999999999995,2012-10-19,1-2012-10-19,10,2012,42
1,2012-10-26,1493659.74,0,69.16,3.5060000000000002,223.44425130000002,6.5729999999999995,2012-10-26,1-2012-10-26,10,2012,43
2,2010-05-02,2136989.46,0,40.19,2.572,210.75260530000003,8.324,2010-05-02,2-2010-05-02,5,2010,17
2,2010-12-02,2137809.5,1,38.49,2.548,210.8979935,8.324,2010-12-02,2-2010-12-02,12,2010,48
2,2010-02-19,2124451.54,0,39.69,2.5140000000000002,210.9451605,8.324,2010-02-19,2-2010-02-19,2,2010,7
2,2010-02-26,1865097.27,0,46.1,2.5610000000000004,210.97595730000003,8.324,2010-02-26,2-2010-02-26,2,2010,8
2,2010-05-03,1991013.13,0,47.17,2.625,211.0067542,8.324,2010-05-03,2-2010-05-03,5,2010,18
2,2010-12-03,1990483.78,0,57.56,2.667,211.03755099999998,8.324,2010-12-03,2-2010-12-03,12,2010,48
2,2010-03-19,1946070.88,0,54.52,2.72,210.8733316,8.324,2010-03-19,2-2010-03-19,3,2010,11
2,2010-03-26,1750197.81,0,51.26,2.7319999999999998,210.6766095,8.324,2010-03-26,2-2010-03-26,3,2010,12
2,2010-02-04,2066187.72,0,63.27,2.719,210.4798874,8.2,2010-02-04,2-2010-02-04,2,2010,5
2,2010-09-04,1954689.21,0,65.41,2.77,210.2831653,8.2,2010-09-04,2-2010-09-04,9,2010,35
2,2010-04-16,1874957.94,0,68.07,2.8080000000000003,210.1495463,8.2,2010-04-16,2-2010-04-16,4,2010,15
2,2010-04-23,1821990.93,0,65.11,2.795,210.1000648,8.2,2010-04-23,2-2010-04-23,4,2010,16
2,2010-04-30,1802450.29,0,66.98,2.78,210.0505833,8.2,2010-04-30,2-2010-04-30,4,2010,17
2,2010-07-05,2042581.71,0,71.28,2.835,210.00110180000001,8.2,2010-07-05,2-2010-07-05,7,2010,27
2,2010-05-14,1880752.36,0,73.31,2.8539999999999996,209.9984585,8.2,2010-05-14,2-2010-05-14,5,2010,19
2,2010-05-21,1896937.1,0,74.83,2.826,210.2768443,8.2,2010-05-21,2-2010-05-21,5,2010,20
2,2010-05-28,1957113.89,0,81.13,2.759,210.5552301,8.2,2010-05-28,2-2010-05-28,5,2010,21
2,2010-04-06,2102539.93,0,81.81,2.705,210.833616,8.2,2010-04-06,2-2010-04-06,4,2010,14
2,2010-11-06,2025538.76,0,83.4,2.668,211.1120018,8.2,2010-11-06,2-2010-11-06,11,2010,44
2,2010-06-18,2001636.96,0,85.81,2.637,211.10965430000002,8.2,2010-06-18,2-2010-06-18,6,2010,24
2,2010-06-25,1939927.09,0,86.26,2.653,210.9950134,8.2,2010-06-25,2-2010-06-25,6,2010,25
2,2010-02-07,2003940.64,0,82.74,2.6689999999999996,210.8803726,8.099,2010-02-07,2-2010-02-07,2,2010,5
2,2010-09-07,1880902.62,0,82.59,2.642,210.76573169999998,8.099,2010-09-07,2-2010-09-07,9,2010,36
2,2010-07-16,1845879.79,0,85.32,2.623,210.7577954,8.099,2010-07-16,2-2010-07-16,7,2010,28
2,2010-07-23,1781717.71,0,87.66,2.608,210.8921319,8.099,2010-07-23,2-2010-07-23,7,2010,29
2,2010-07-30,1804246.16,0,83.49,2.64,211.0264684,8.099,2010-07-30,2-2010-07-30,7,2010,30
2,2010-06-08,1991909.98,0,89.53,2.627,211.16080490000002,8.099,2010-06-08,2-2010-06-08,6,2010,23
2,2010-08-13,1895601.05,0,89.05,2.6919999999999997,211.2951413,8.099,2010-08-13,2-2010-08-13,8,2010,32
2,2010-08-20,1964335.23,0,88.7,2.6639999999999997,211.25965860000002,8.099,2010-08-20,2-2010-08-20,8,2010,33
2,2010-08-27,1863840.49,0,87.12,2.6189999999999998,211.2241759,8.099,2010-08-27,2-2010-08-27,8,2010,34
2,2010-03-09,1904608.09,0,81.83,2.577,211.1886931,8.099,2010-03-09,2-2010-03-09,3,2010,10
2,2010-10-09,1839128.83,1,79.09,2.565,211.15321040000003,8.099,2010-10-09,2-2010-10-09,10,2010,40
2,2010-09-17,1793903.6,0,82.05,2.582,211.1806415,8.099,2010-09-17,2-2010-09-17,9,2010,37
2,2010-09-24,1724557.22,0,81.79,2.6239999999999997,211.2552578,8.099,2010-09-24,2-2010-09-24,9,2010,38
2,2010-01-10,1827440.43,0,69.24,2.603,211.3298742,8.163,2010-01-10,2-2010-01-10,1,2010,1
2,2010-08-10,1849921.44,0,63.19,2.633,211.4044906,8.163,2010-08-10,2-2010-08-10,8,2010,32
2,2010-10-15,1794355.49,0,65.8,2.72,211.4713286,8.163,2010-10-15,2-2010-10-15,10,2010,41
2,2010-10-22,1737947.64,0,68.5,2.725,211.5187208,8.163,2010-10-22,2-2010-10-22,10,2010,42
2,2010-10-29,1802755.11,0,66.24,2.716,211.5661131,8.163,2010-10-29,2-2010-10-29,10,2010,43
2,2010-05-11,1939061.41,0,57.85,2.6889999999999996,211.61350530000004,8.163,2010-05-11,2-2010-05-11,5,2010,19
2,2010-12-11,1916812.74,0,59.69,2.728,211.6608975,8.163,2010-12-11,2-2010-12-11,12,2010,49
2,2010-11-19,1956739.17,0,50.81,2.7710000000000004,211.5470304,8.163,2010-11-19,2-2010-11-19,11,2010,46
2,2010-11-26,2658725.29,1,62.98,2.735,211.4062867,8.163,2010-11-26,2-2010-11-26,11,2010,47
2,2010-03-12,2015781.27,0,49.33,2.708,211.265543,8.163,2010-03-12,2-2010-03-12,3,2010,10
2,2010-10-12,2378726.55,0,45.5,2.843,211.12479930000003,8.163,2010-10-12,2-2010-10-12,10,2010,41
2,2010-12-17,2609166.75,0,47.55,2.8689999999999998,211.06454580000002,8.163,2010-12-17,2-2010-12-17,12,2010,50
2,2010-12-24,3436007.68,0,49.97,2.886,211.06465989999998,8.163,2010-12-24,2-2010-12-24,12,2010,51
2,2010-12-31,1750434.55,1,47.3,2.943,211.06477400000003,8.163,2010-12-31,2-2010-12-31,12,2010,52
2,2011-07-01,1758050.79,0,44.69,2.9760000000000004,211.06488810000002,8.027999999999999,2011-07-01,2-2011-07-01,7,2011,26
2,2011-01-14,1744193.58,0,33.02,2.983,211.1176713,8.027999999999999,2011-01-14,2-2011-01-14,1,2011,2
2,2011-01-21,1751384.9,0,41.4,3.016,211.48646910000002,8.027999999999999,2011-01-21,2-2011-01-21,1,2011,3
2,2011-01-28,1695371.68,0,42.83,3.01,211.8552668,8.027999999999999,2011-01-28,2-2011-01-28,1,2011,4
2,2011-04-02,1929346.23,0,38.25,2.989,212.22406459999996,8.027999999999999,2011-04-02,2-2011-04-02,4,2011,13
2,2011-11-02,2168041.61,1,33.19,3.022,212.59286239999997,8.027999999999999,2011-11-02,2-2011-11-02,11,2011,44
2,2011-02-18,2080884.82,0,57.83,3.045,212.90331150000003,8.027999999999999,2011-02-18,2-2011-02-18,2,2011,7
2,2011-02-25,1833511.08,0,60.8,3.065,213.190421,8.027999999999999,2011-02-25,2-2011-02-25,2,2011,8
2,2011-04-03,1981607.78,0,57.77,3.2880000000000003,213.47753050000003,8.027999999999999,2011-04-03,2-2011-04-03,4,2011,13
2,2011-11-03,1879107.31,0,52.7,3.4589999999999996,213.7646401,8.027999999999999,2011-11-03,2-2011-11-03,11,2011,44
2,2011-03-18,1902557.66,0,62.32,3.488,214.0156238,8.027999999999999,2011-03-18,2-2011-03-18,3,2011,11
2,2011-03-25,1766162.05,0,69.42,3.4730000000000003,214.25215730000002,8.027999999999999,2011-03-25,2-2011-03-25,3,2011,12
2,2011-01-04,1800171.36,0,55.43,3.5239999999999996,214.48869080000003,7.931,2011-01-04,2-2011-01-04,1,2011,1
2,2011-08-04,1847552.61,0,67.0,3.622,214.7252242,7.931,2011-08-04,2-2011-08-04,8,2011,31
2,2011-04-15,1856467.84,0,69.48,3.7430000000000003,214.9420631,7.931,2011-04-15,2-2011-04-15,4,2011,15
2,2011-04-22,1886339.6,0,69.39,3.807,215.10966569999997,7.931,2011-04-22,2-2011-04-22,4,2011,16
2,2011-04-29,1745545.28,0,69.21,3.81,215.27726830000003,7.931,2011-04-29,2-2011-04-29,4,2011,17
2,2011-06-05,1837743.6,0,61.48,3.906,215.44487090000004,7.931,2011-06-05,2-2011-06-05,6,2011,22
2,2011-05-13,1838513.07,0,74.61,3.8989999999999996,215.6124735,7.931,2011-05-13,2-2011-05-13,5,2011,19
2,2011-05-20,1688281.86,0,67.14,3.907,215.38347779999998,7.931,2011-05-20,2-2011-05-20,5,2011,20
2,2011-05-27,1797732.56,0,76.42,3.786,215.15448219999996,7.931,2011-05-27,2-2011-05-27,5,2011,21
2,2011-03-06,1933756.21,0,83.07,3.699,214.92548650000003,7.931,2011-03-06,2-2011-03-06,3,2011,9
2,2011-10-06,1929153.16,0,83.4,3.648,214.69649080000002,7.931,2011-10-06,2-2011-10-06,10,2011,40
2,2011-06-17,1953771.99,0,86.53,3.637,214.6513538,7.931,2011-06-17,2-2011-06-17,6,2011,24
2,2011-06-24,1790925.8,0,85.17,3.594,214.7441108,7.931,2011-06-24,2-2011-06-24,6,2011,25
2,2011-01-07,1866243.0,0,85.69,3.5239999999999996,214.83686780000002,7.852,2011-01-07,2-2011-01-07,1,2011,1
2,2011-08-07,1853161.99,0,87.7,3.48,214.9296249,7.852,2011-08-07,2-2011-08-07,8,2011,31
2,2011-07-15,1785187.29,0,89.83,3.575,215.0134426,7.852,2011-07-15,2-2011-07-15,7,2011,28
2,2011-07-22,1743816.41,0,89.34,3.6510000000000002,215.0749122,7.852,2011-07-22,2-2011-07-22,7,2011,29
2,2011-07-29,1680693.06,0,90.07,3.682,215.1363819,7.852,2011-07-29,2-2011-07-29,7,2011,30
2,2011-05-08,1876704.26,0,93.34,3.6839999999999997,215.1978515,7.852,2011-05-08,2-2011-05-08,5,2011,18
2,2011-12-08,1812768.26,0,91.58,3.638,215.25932110000002,7.852,2011-12-08,2-2011-12-08,12,2011,49
